name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code
Akki Drillmaster,3,['Red'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74393&type=card,SOK
Akki Underling,2,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79164&type=card,SOK
"Akuta, Born of Ash",4,['Black'],Legendary Creature — Spirit,['Spirit'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74148&type=card,SOK
Araba Mothrider,2,['White'],Creature — Human Samurai,"['Human', 'Samurai']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74050&type=card,SOK
"Arashi, the Sky Asunder",5,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87333&type=card,SOK
"Ayumi, the Last Visitor",5,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,7,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84370&type=card,SOK
Bounteous Kirin,7,['Green'],Legendary Creature — Kirin Spirit,"['Kirin', 'Spirit']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78585&type=card,SOK
Briarknit Kami,5,['Green'],Creature — Spirit,['Spirit'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74163&type=card,SOK
Burning-Eye Zubera,4,['Red'],Creature — Zubera Spirit,"['Zubera', 'Spirit']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50234&type=card,SOK
Celestial Kirin,4,['White'],Legendary Creature — Kirin Spirit,"['Kirin', 'Spirit']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84380&type=card,SOK
Cloudhoof Kirin,5,['Blue'],Legendary Creature — Kirin Spirit,"['Kirin', 'Spirit']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=89399&type=card,SOK
Deathknell Kami,2,['Black'],Creature — Spirit,['Spirit'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74003&type=card,SOK
Deathmask Nezumi,3,['Black'],Creature — Rat Shaman,"['Rat', 'Shaman']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84703&type=card,SOK
Descendant of Kiyomaro,3,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=89400&type=card,SOK
Descendant of Masumaro,3,['Green'],Creature — Human Monk,"['Human', 'Monk']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74119&type=card,SOK
Descendant of Soramaro,4,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84648&type=card,SOK
Dreamcatcher,1,['Blue'],Creature — Spirit,['Spirit'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73988&type=card,SOK
Eiganjo Free-Riders,4,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74373&type=card,SOK
Elder Pine of Jukai,3,['Green'],Creature — Spirit,['Spirit'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74204&type=card,SOK
"Erayo, Soratami Ascendant",2,['Blue'],Legendary Creature — Moonfolk Monk,"['Moonfolk', 'Monk']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87599&type=card,SOK
Fiddlehead Kami,5,['Green'],Creature — Spirit,['Spirit'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74166&type=card,SOK
Ghost-Lit Nourisher,3,['Green'],Creature — Spirit,['Spirit'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74068&type=card,SOK
Ghost-Lit Raider,3,['Red'],Creature — Spirit,['Spirit'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87341&type=card,SOK
Ghost-Lit Redeemer,1,['White'],Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74082&type=card,SOK
Ghost-Lit Stalker,1,['Black'],Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74401&type=card,SOK
Ghost-Lit Warder,2,['Blue'],Creature — Spirit,['Spirit'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73996&type=card,SOK
Glitterfang,1,['Red'],Creature — Spirit,['Spirit'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=89402&type=card,SOK
Gnat Miser,1,['Black'],Creature — Rat Shaman,"['Rat', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88794&type=card,SOK
Godo's Irregulars,1,['Red'],Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74015&type=card,SOK
Hand of Cruelty,2,['Black'],Creature — Human Samurai,"['Human', 'Samurai']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74063&type=card,SOK
Hand of Honor,2,['White'],Creature — Human Samurai,"['Human', 'Samurai']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74173&type=card,SOK
Haru-Onna,4,['Green'],Creature — Spirit,['Spirit'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74062&type=card,SOK
"Homura, Human Ascendant",6,['Red'],Legendary Creature — Human Monk,"['Human', 'Monk']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84716&type=card,SOK
Iizuka the Ruthless,5,['Red'],Legendary Creature — Human Samurai,"['Human', 'Samurai']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79860&type=card,SOK
Iname as One,12,"['Black', 'Green']",Legendary Creature — Spirit,['Spirit'],Rare,8,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74618&type=card,SOK
Infernal Kirin,4,['Black'],Legendary Creature — Kirin Spirit,"['Kirin', 'Spirit']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74377&type=card,SOK
Inner-Chamber Guard,2,['White'],Creature — Human Samurai,"['Human', 'Samurai']",Uncommon,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74002&type=card,SOK
"Jiwari, the Earth Aflame",5,['Red'],Legendary Creature — Spirit,['Spirit'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74047&type=card,SOK
"Kagemaro, First to Suffer",5,['Black'],Legendary Creature — Demon Spirit,"['Demon', 'Spirit']",Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74016&type=card,SOK
"Kaho, Minamo Historian",4,['Blue'],Legendary Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74055&type=card,SOK
Kami of Empty Graves,4,['Black'],Creature — Spirit,['Spirit'],Common,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87335&type=card,SOK
Kami of the Crescent Moon,2,['Blue'],Legendary Creature — Spirit,['Spirit'],Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84364&type=card,SOK
Kami of the Tended Garden,4,['Green'],Creature — Spirit,['Spirit'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74217&type=card,SOK
Kashi-Tribe Elite,3,['Green'],Creature — Snake Warrior,"['Snake', 'Warrior']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74195&type=card,SOK
"Kataki, War's Wage",2,['White'],Legendary Creature — Spirit,['Spirit'],Rare,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74190&type=card,SOK
Kemuri-Onna,5,['Black'],Creature — Spirit,['Spirit'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84705&type=card,SOK
Kiri-Onna,5,['Blue'],Creature — Spirit,['Spirit'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84704&type=card,SOK
Kitsune Bonesetter,3,['White'],Creature — Fox Cleric,"['Fox', 'Cleric']",Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74046&type=card,SOK
Kitsune Dawnblade,5,['White'],Creature — Fox Samurai,"['Fox', 'Samurai']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=80530&type=card,SOK
Kitsune Loreweaver,2,['White'],Creature — Fox Cleric,"['Fox', 'Cleric']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74213&type=card,SOK
"Kiyomaro, First to Stand",5,['White'],Legendary Creature — Spirit,['Spirit'],Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74054&type=card,SOK
"Kuon, Ogre Ascendant",3,['Black'],Legendary Creature — Ogre Monk,"['Ogre', 'Monk']",Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87596&type=card,SOK
Kuro's Taken,2,['Black'],Creature — Rat Samurai,"['Rat', 'Samurai']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74065&type=card,SOK
Locust Miser,4,['Black'],Creature — Rat Shaman,"['Rat', 'Shaman']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74394&type=card,SOK
"Maga, Traitor to Mortals",3,['Black'],Legendary Creature — Human Wizard,"['Human', 'Wizard']",Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88802&type=card,SOK
"Masumaro, First to Live",6,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74184&type=card,SOK
Matsu-Tribe Birdstalker,4,['Green'],Creature — Snake Warrior Archer,"['Snake', 'Warrior', 'Archer']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73991&type=card,SOK
"Michiko Konda, Truth Seeker",4,['White'],Legendary Creature — Human Advisor,"['Human', 'Advisor']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84359&type=card,SOK
Minamo Scrollkeeper,2,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88791&type=card,SOK
Moonbow Illusionist,3,['Blue'],Creature — Moonfolk Wizard,"['Moonfolk', 'Wizard']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74198&type=card,SOK
Moonwing Moth,3,['White'],Creature — Insect,['Insect'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84643&type=card,SOK
Nightsoil Kami,6,['Green'],Creature — Spirit,['Spirit'],Common,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88815&type=card,SOK
Nikko-Onna,3,['White'],Creature — Spirit,['Spirit'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84639&type=card,SOK
Oboro Breezecaller,2,['Blue'],Creature — Moonfolk Wizard,"['Moonfolk', 'Wizard']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88784&type=card,SOK
Oboro Envoy,4,['Blue'],Creature — Moonfolk Wizard,"['Moonfolk', 'Wizard']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74211&type=card,SOK
Okina Nightwatch,5,['Green'],Creature — Human Monk,"['Human', 'Monk']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74196&type=card,SOK
Oni of Wild Places,6,['Red'],Creature — Demon Spirit,"['Demon', 'Spirit']",Uncommon,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74048&type=card,SOK
Promised Kannushi,1,['Green'],Creature — Human Druid,"['Human', 'Druid']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74018&type=card,SOK
Raving Oni-Slave,2,['Black'],Creature — Ogre Warrior,"['Ogre', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88787&type=card,SOK
Razorjaw Oni,4,['Black'],Creature — Demon Spirit,"['Demon', 'Spirit']",Uncommon,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74396&type=card,SOK
"Reki, the History of Kamigawa",3,['Green'],Legendary Creature — Human Shaman,"['Human', 'Shaman']",Rare,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74604&type=card,SOK
Ronin Cavekeeper,6,['Red'],Creature — Human Samurai,"['Human', 'Samurai']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74199&type=card,SOK
"Rune-Tail, Kitsune Ascendant",3,['White'],Legendary Creature — Fox Monk,"['Fox', 'Monk']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87600&type=card,SOK
Rushing-Tide Zubera,4,['Blue'],Creature — Zubera Spirit,"['Zubera', 'Spirit']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50430&type=card,SOK
Sakashima the Impostor,4,['Blue'],Legendary Creature — Human Rogue,"['Human', 'Rogue']",Rare,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74509&type=card,SOK
Sakura-Tribe Scout,1,['Green'],Creature — Snake Shaman Scout,"['Snake', 'Shaman', 'Scout']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74210&type=card,SOK
"Sasaya, Orochi Ascendant",3,['Green'],Legendary Creature — Snake Monk,"['Snake', 'Monk']",Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87595&type=card,SOK
Secretkeeper,4,['Blue'],Creature — Spirit,['Spirit'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=89398&type=card,SOK
"Sekki, Seasons' Guide",8,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74471&type=card,SOK
Shape Stealer,2,['Blue'],Creature — Shapeshifter Spirit,"['Shapeshifter', 'Spirit']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88823&type=card,SOK
Shinen of Fear's Chill,5,['Black'],Creature — Spirit,['Spirit'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88812&type=card,SOK
Shinen of Flight's Wings,5,['Blue'],Creature — Spirit,['Spirit'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74088&type=card,SOK
Shinen of Fury's Fire,3,['Red'],Creature — Spirit,['Spirit'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87339&type=card,SOK
Shinen of Life's Roar,2,['Green'],Creature — Spirit,['Spirit'],Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74017&type=card,SOK
Shinen of Stars' Light,3,['White'],Creature — Spirit,['Spirit'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74361&type=card,SOK
Skull Collector,3,['Black'],Creature — Ogre Warrior,"['Ogre', 'Warrior']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88797&type=card,SOK
Skyfire Kirin,4,['Red'],Legendary Creature — Kirin Spirit,"['Kirin', 'Spirit']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88793&type=card,SOK
Sokenzan Renegade,3,['Red'],Creature — Ogre Samurai Mercenary,"['Ogre', 'Samurai', 'Mercenary']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74133&type=card,SOK
Sokenzan Spellblade,5,['Red'],Creature — Ogre Samurai Shaman,"['Ogre', 'Samurai', 'Shaman']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74398&type=card,SOK
"Soramaro, First to Dream",6,['Blue'],Legendary Creature — Spirit,['Spirit'],Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74170&type=card,SOK
Stampeding Serow,4,['Green'],Creature — Antelope Beast,"['Antelope', 'Beast']",Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74407&type=card,SOK
Torii Watchward,5,['White'],Creature — Spirit,['Spirit'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87342&type=card,SOK
Trusted Advisor,1,['Blue'],Creature — Human Advisor,"['Human', 'Advisor']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=88804&type=card,SOK
Yuki-Onna,4,['Red'],Creature — Spirit,['Spirit'],Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84712&type=card,SOK
Abuna Acolyte,2,['White'],Creature — Cat Cleric,"['Cat', 'Cleric']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194371&type=card,SOM
Acid Web Spider,5,['Green'],Creature — Spider,['Spider'],Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209290&type=card,SOM
Alpha Tyrranax,6,['Green'],Creature — Dinosaur Beast,"['Dinosaur', 'Beast']",Common,6,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202651&type=card,SOM
Argent Sphinx,4,['Blue'],Creature — Sphinx,['Sphinx'],Rare,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215085&type=card,SOM
Auriok Edgewright,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208260&type=card,SOM
Auriok Replica,3,[],Artifact Creature — Cleric,['Cleric'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209051&type=card,SOM
Auriok Sunchaser,2,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208249&type=card,SOM
Barrage Ogre,5,['Red'],Creature — Ogre Warrior,"['Ogre', 'Warrior']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194316&type=card,SOM
Bellowing Tanglewurm,5,['Green'],Creature — Wurm,['Wurm'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209048&type=card,SOM
Blackcleave Goblin,4,['Black'],Creature — Goblin Zombie,"['Goblin', 'Zombie']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194297&type=card,SOM
Blade-Tribe Berserkers,4,['Red'],Creature — Human Berserker,"['Human', 'Berserker']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194165&type=card,SOM
Bleak Coven Vampires,5,['Black'],Creature — Vampire Warrior,"['Vampire', 'Warrior']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209006&type=card,SOM
Blight Mamba,2,['Green'],Creature — Snake,['Snake'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194158&type=card,SOM
Blistergrub,3,['Black'],Creature — Horror,['Horror'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202687&type=card,SOM
Bloodshot Trainee,4,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194255&type=card,SOM
Carapace Forger,2,['Green'],Creature — Elf Artificer,"['Elf', 'Artificer']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208250&type=card,SOM
Carnifex Demon,6,['Black'],Creature — Demon,['Demon'],Rare,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206357&type=card,SOM
Chrome Steed,4,[],Artifact Creature — Horse,['Horse'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=212247&type=card,SOM
Clone Shell,5,[],Artifact Creature — Shapeshifter,['Shapeshifter'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209278&type=card,SOM
Contagious Nim,3,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194150&type=card,SOM
Copper Myr,2,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194063&type=card,SOM
Copperhorn Scout,1,['Green'],Creature — Elf Scout,"['Elf', 'Scout']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194270&type=card,SOM
Corpse Cur,4,[],Artifact Creature — Hound,['Hound'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194337&type=card,SOM
Corrupted Harvester,6,['Black'],Creature — Horror,['Horror'],Uncommon,6,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202640&type=card,SOM
Cystbearer,3,['Green'],Creature — Beast,['Beast'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205477&type=card,SOM
Darkslick Drake,4,['Blue'],Creature — Drake,['Drake'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194217&type=card,SOM
Darksteel Juggernaut,5,[],Artifact Creature — Juggernaut,['Juggernaut'],Rare,*,*,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209011&type=card,SOM
Darksteel Myr,3,[],Artifact Creature — Myr,['Myr'],Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209000&type=card,SOM
Darksteel Sentinel,6,[],Artifact Creature — Golem,['Golem'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207865&type=card,SOM
Dross Hopper,2,['Black'],Creature — Insect Horror,"['Insect', 'Horror']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194273&type=card,SOM
Embersmith,2,['Red'],Creature — Human Artificer,"['Human', 'Artificer']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194202&type=card,SOM
Engulfing Slagwurm,7,['Green'],Creature — Wurm,['Wurm'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215080&type=card,SOM
Etched Champion,3,[],Artifact Creature — Soldier,['Soldier'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215099&type=card,SOM
Ezuri's Archers,1,['Green'],Creature — Elf Archer,"['Elf', 'Archer']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194092&type=card,SOM
Ezuri's Brigade,4,['Green'],Creature — Elf Warrior,"['Elf', 'Warrior']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=212707&type=card,SOM
"Ezuri, Renegade Leader",3,['Green'],Legendary Creature — Elf Warrior,"['Elf', 'Warrior']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194243&type=card,SOM
Ferrovore,3,['Red'],Creature — Beast,['Beast'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194317&type=card,SOM
Flameborn Hellion,6,['Red'],Creature — Hellion,['Hellion'],Common,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208256&type=card,SOM
Fume Spitter,1,['Black'],Creature — Horror,['Horror'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209005&type=card,SOM
"Geth, Lord of the Vault",6,['Black'],Legendary Creature — Zombie,['Zombie'],Mythic,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215076&type=card,SOM
Ghalma's Warden,4,['White'],Creature — Elephant Soldier,"['Elephant', 'Soldier']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194124&type=card,SOM
Glimmerpoint Stag,4,['White'],Creature — Elk,['Elk'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194046&type=card,SOM
Glint Hawk,1,['White'],Creature — Bird,['Bird'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206358&type=card,SOM
Goblin Gaveleer,1,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194373&type=card,SOM
Gold Myr,2,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194384&type=card,SOM
Golem Artisan,5,[],Artifact Creature — Golem,['Golem'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206360&type=card,SOM
Grand Architect,3,['Blue'],Creature — Vedalken Artificer,"['Vedalken', 'Artificer']",Rare,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207884&type=card,SOM
Hand of the Praetors,4,['Black'],Creature — Zombie,['Zombie'],Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215086&type=card,SOM
Hoard-Smelter Dragon,6,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215074&type=card,SOM
Ichor Rats,3,['Black'],Creature — Rat,['Rat'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194177&type=card,SOM
Ichorclaw Myr,2,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194256&type=card,SOM
Indomitable Archangel,4,['White'],Creature — Angel,['Angel'],Mythic,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=212248&type=card,SOM
Iron Myr,2,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194168&type=card,SOM
Kemba's Skyguard,3,['White'],Creature — Cat Knight,"['Cat', 'Knight']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194083&type=card,SOM
"Kemba, Kha Regent",3,['White'],Legendary Creature — Cat Cleric,"['Cat', 'Cleric']",Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215091&type=card,SOM
Kuldotha Forgemaster,5,[],Artifact Creature — Construct,['Construct'],Rare,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=215098&type=card,SOM
Kuldotha Phoenix,5,['Red'],Creature — Phoenix,['Phoenix'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194326&type=card,SOM
Leaden Myr,2,[],Artifact Creature — Myr,['Myr'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194204&type=card,SOM
Leonin Arbiter,2,['White'],Creature — Cat Cleric,"['Cat', 'Cleric']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=209287&type=card,SOM
Liege of the Tangle,8,['Green'],Creature — Elemental,['Elemental'],Mythic,8,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194130&type=card,SOM
Lifesmith,2,['Green'],Creature — Human Artificer,"['Human', 'Artificer']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208252&type=card,SOM
