,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
10047,Wall of Putrid Flesh,3.0,['Black'],Creature — Wall,['Wall'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1467&type=card,LEG,1994-06-01
10048,Wall of Razors,2.0,['Red'],Creature — Wall,['Wall'],Uncommon,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5268&type=card,STH,1998-03-02
10049,Wall of Resistance,2.0,['White'],Creature — Wall,['Wall'],Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3521&type=card,MIR,1996-10-08
10050,Wall of Resurgence,3.0,['White'],Creature — Wall,['Wall'],Uncommon,0,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407549&type=card,OGW,2016-01-22
10051,Wall of Reverence,4.0,['White'],Creature — Spirit Wall,"['Spirit', 'Wall']",Rare,1,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189874&type=card,CON,2009-02-06
10052,Wall of Roots,2.0,['Green'],Creature — Plant Wall,"['Plant', 'Wall']",Common,0,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3422&type=card,MIR,1996-10-08
10053,Wall of Runes,1.0,['Blue'],Creature — Wall,['Wall'],Common,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461002&type=card,WAR,2019-05-03
10054,Wall of Shadows,3.0,['Black'],Creature — Wall,['Wall'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1468&type=card,LEG,1994-06-01
10055,Wall of Shards,2.0,['White'],Snow Creature — Wall,['Wall'],Uncommon,1,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121225&type=card,CSP,2006-07-21
10056,Wall of Shields,3.0,[],Artifact Creature — Wall,['Wall'],Uncommon,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2433&type=card,ICE,1995-06-01
10057,Wall of Souls,2.0,['Black'],Creature — Wall,['Wall'],Uncommon,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5269&type=card,STH,1998-03-02
10058,Wall of Spears,3.0,[],Artifact Creature — Wall,['Wall'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1033&type=card,ATQ,1994-03-04
10059,Wall of Stolen Identity,4.0,['Blue'],Creature — Shapeshifter Wall,"['Shapeshifter', 'Wall']",Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470559&type=card,C19,2019-08-23
10060,Wall of Stone,3.0,['Red'],Creature — Wall,['Wall'],Uncommon,0,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230&type=card,LEA,1993-08-05
10061,Wall of Swords,4.0,['White'],Creature — Wall,['Wall'],Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=273&type=card,LEA,1993-08-05
10062,Wall of Tanglecord,2.0,[],Artifact Creature — Wall,['Wall'],Common,0,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=202652&type=card,SOM,2010-10-01
10063,Wall of Tears,2.0,['Blue'],Creature — Wall,['Wall'],Uncommon,0,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5270&type=card,STH,1998-03-02
10064,Wall of Tombstones,2.0,['Black'],Creature — Wall,['Wall'],Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1469&type=card,LEG,1994-06-01
10065,Wall of Torches,2.0,['Red'],Creature — Wall,['Wall'],Common,4,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220189&type=card,M12,2011-07-15
10066,Wall of Vapor,4.0,['Blue'],Creature — Wall,['Wall'],Common,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1510&type=card,LEG,1994-06-01
10067,Wall of Vines,1.0,['Green'],Creature — Plant Wall,"['Plant', 'Wall']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204983&type=card,M11,2010-07-16
10068,Wall of Vipers,3.0,['Black'],Creature — Snake Wall,"['Snake', 'Wall']",Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24609&type=card,PCY,2000-06-05
10069,Wall of Water,3.0,['Blue'],Creature — Wall,['Wall'],Uncommon,0,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=138&type=card,LEA,1993-08-05
10070,Wall of Wonder,4.0,['Blue'],Creature — Wall,['Wall'],Uncommon,1,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1511&type=card,LEG,1994-06-01
10071,Wall of Wood,1.0,['Green'],Creature — Wall,['Wall'],Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=181&type=card,LEA,1993-08-05
10072,Wanderbrine Rootcutters,4.0,"['Black', 'Blue']",Creature — Merfolk Rogue,"['Merfolk', 'Rogue']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=142012&type=card,SHM,2008-05-02
10073,Wanderguard Sentry,5.0,['Blue'],Creature — Drone,['Drone'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=48439&type=card,MRD,2003-10-02
10074,Wandering Champion,2.0,['White'],Creature — Human Monk,"['Human', 'Monk']",Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391952&type=card,FRF,2015-01-23
10075,Wandering Eye,3.0,['Blue'],Creature — Illusion,['Illusion'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21279&type=card,NEM,2000-02-14
10076,Wandering Goblins,3.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180279&type=card,CON,2009-02-06
10077,Wandering Graybeard,5.0,['White'],Creature — Giant Wizard,"['Giant', 'Wizard']",Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152672&type=card,MOR,2008-02-01
10078,Wandering Mage,3.0,"['Black', 'Blue', 'White']",Creature — Human Cleric Wizard,"['Human', 'Cleric', 'Wizard']",Rare,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3229&type=card,ALL,1996-06-10
10079,Wandering Ones,1.0,['Blue'],Creature — Spirit,['Spirit'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50345&type=card,CHK,2004-10-01
10080,Wandering Tombshell,4.0,['Black'],Creature — Zombie Turtle,"['Zombie', 'Turtle']",Common,1,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394744&type=card,DTK,2015-03-27
10081,Wandering Wolf,2.0,['Green'],Creature — Wolf,['Wolf'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240051&type=card,AVR,2012-05-04
10082,Wandermare,3.0,"['Green', 'White']",Creature — Horse,['Horse'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473166&type=card,ELD,2019-10-04
10083,Wanderwine Prophets,6.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140177&type=card,LRW,2007-10-12
10084,Waning Wurm,4.0,['Black'],Creature — Zombie Wurm,"['Zombie', 'Wurm']",Uncommon,7,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=110503&type=card,PLC,2007-02-02
10085,Wanted Scoundrels,2.0,['Black'],Creature — Human Pirate,"['Human', 'Pirate']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435285&type=card,XLN,2017-09-29
10086,War Behemoth,6.0,['White'],Creature — Beast,['Beast'],Common,3,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386715&type=card,KTK,2014-09-26
10087,War Elemental,3.0,['Red'],Creature — Elemental,['Elemental'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43614&type=card,MRD,2003-10-02
10088,War Elephant,4.0,['White'],Creature — Elephant,['Elephant'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=981&type=card,ARN,1993-12-17
10089,War Falcon,1.0,['White'],Creature — Bird,['Bird'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259697&type=card,M13,2012-07-13
10090,War Mammoth,4.0,['Green'],Creature — Elephant,['Elephant'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=183&type=card,LEA,1993-08-05
10091,War Oracle,4.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398621&type=card,ORI,2015-07-17
10092,War Priest of Thune,2.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208274&type=card,M11,2010-07-16
10093,War Screecher,2.0,['White'],Creature — Bird,['Bird'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460966&type=card,WAR,2019-05-03
10094,War-Name Aspirant,2.0,['Red'],Creature — Human Warrior,"['Human', 'Warrior']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386717&type=card,KTK,2014-09-26
10095,War-Spike Changeling,4.0,['Red'],Creature — Shapeshifter,['Shapeshifter'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143199&type=card,MOR,2008-02-01
10096,War-Torch Goblin,1.0,['Red'],Creature — Goblin Warrior,"['Goblin', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=87971&type=card,RAV,2005-10-07
10097,War-Wing Siren,3.0,['Blue'],Creature — Siren Soldier,"['Siren', 'Soldier']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380525&type=card,JOU,2014-05-02
10098,Warbreak Trumpeter,1.0,['Red'],Creature — Goblin,['Goblin'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=45130&type=card,LGN,2003-02-03
10099,Warbringer,4.0,['Red'],Creature — Orc Berserker,"['Orc', 'Berserker']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394745&type=card,DTK,2015-03-27
10100,Warchanter of Mogis,5.0,['Black'],Creature — Minotaur Shaman,"['Minotaur', 'Shaman']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378457&type=card,BNG,2014-02-07
10101,Warchief Giant,5.0,['Red'],Creature — Giant Warrior,"['Giant', 'Warrior']",Uncommon,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405448&type=card,C15,2015-11-13
10102,Warclamp Mastiff,1.0,['White'],Creature — Hound,['Hound'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280224&type=card,M13,2012-07-13
10103,Warcry Phoenix,4.0,['Red'],Creature — Phoenix,['Phoenix'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443038&type=card,DOM,2018-04-27
10104,Ward Sliver,5.0,['White'],Creature — Sliver,['Sliver'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44296&type=card,LGN,2003-02-03
10105,Warden of Evos Isle,3.0,['Blue'],Creature — Bird Wizard,"['Bird', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=370815&type=card,M14,2013-07-19
10106,Warden of Geometries,4.0,[],Creature — Eldrazi Drone,"['Eldrazi', 'Drone']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407521&type=card,OGW,2016-01-22
10107,Warden of the Beyond,3.0,['White'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383435&type=card,M15,2014-07-18
10108,Warden of the Chained,3.0,"['Green', 'Red']",Creature — Minotaur Warrior,"['Minotaur', 'Warrior']",Uncommon,4,4,,THB,2020-01-24
10109,Warden of the Eye,5.0,"['Red', 'Blue', 'White']",Creature — Djinn Wizard,"['Djinn', 'Wizard']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386716&type=card,KTK,2014-09-26
10110,Warden of the First Tree,1.0,['Green'],Creature — Human,['Human'],Mythic,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391954&type=card,FRF,2015-01-23
10111,Wardscale Crocodile,5.0,['Green'],Creature — Crocodile,['Crocodile'],Common,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461110&type=card,WAR,2019-05-03
10112,Wardscale Dragon,6.0,['White'],Creature — Dragon,['Dragon'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391955&type=card,FRF,2015-01-23
10113,Warfire Javelineer,4.0,['Red'],Creature — Minotaur Warrior,"['Minotaur', 'Warrior']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426857&type=card,AKH,2017-04-28
10114,Warkite Marauder,2.0,['Blue'],Creature — Human Pirate,"['Human', 'Pirate']",Rare,2,1,,PRIX,2018-01-19
10115,Warmind Infantry,3.0,['Red'],Creature — Elemental Soldier,"['Elemental', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366272&type=card,GTC,2013-02-01
10116,Warmonger,4.0,['Red'],Creature — Minotaur Monger,"['Minotaur', 'Monger']",Uncommon,3,3,,PMEI,1995-01-01
10117,Warmonger Hellkite,6.0,['Red'],Creature — Dragon,['Dragon'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389739&type=card,C14,2014-11-07
10118,Warpath Ghoul,3.0,['Black'],Creature — Zombie,['Zombie'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193740&type=card,M10,2009-07-17
10119,Warped Researcher,5.0,['Blue'],Creature — Human Wizard Mutant,"['Human', 'Wizard', 'Mutant']",Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44274&type=card,LGN,2003-02-03
10120,Warping Wurm,4.0,"['Green', 'Blue']",Creature — Wurm,['Wurm'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3558&type=card,MIR,1996-10-08
10121,Warren Instigator,2.0,['Red'],Creature — Goblin Berserker,"['Goblin', 'Berserker']",Mythic,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191368&type=card,ZEN,2009-10-02
10122,Warren Pilferers,5.0,['Black'],Creature — Goblin Rogue,"['Goblin', 'Rogue']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145967&type=card,LRW,2007-10-12
10123,Warren-Scourge Elf,2.0,['Green'],Creature — Elf Warrior,"['Elf', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139450&type=card,LRW,2007-10-12
10124,Warrior Angel,6.0,['White'],Creature — Angel Warrior,"['Angel', 'Warrior']",Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5271&type=card,STH,1998-03-02
10125,Warrior en-Kor,2.0,['White'],Creature — Kor Warrior Knight,"['Kor', 'Warrior', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5272&type=card,STH,1998-03-02
10126,Warteye Witch,3.0,['Black'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464064&type=card,MH1,2019-06-14
10127,Warthog,3.0,['Green'],Creature — Boar,['Boar'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3681&type=card,VIS,1997-02-03
10128,Wary Okapi,3.0,['Green'],Creature — Antelope,['Antelope'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452899&type=card,GRN,2018-10-05
10129,"Wasitora, Nekoru Queen",5.0,"['Black', 'Green', 'Red']",Legendary Creature — Cat Dragon,"['Cat', 'Dragon']",Rare,5,4,,PZ2,2016-11-16
10130,Wasp Lancer,3.0,"['Black', 'Blue']",Creature — Faerie Soldier,"['Faerie', 'Soldier']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153967&type=card,SHM,2008-05-02
10131,Wasp of the Bitter End,2.0,['Black'],Creature — Insect Horror,"['Insect', 'Horror']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=432885&type=card,HOU,2017-07-14
10132,Wasteland Scorpion,3.0,['Black'],Creature — Scorpion,['Scorpion'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426818&type=card,AKH,2017-04-28
10133,Wasteland Strangler,3.0,[],Creature — Eldrazi Processor,"['Eldrazi', 'Processor']",Rare,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402096&type=card,BFZ,2015-10-02
10134,Wasteland Viper,1.0,['Green'],Creature — Snake,['Snake'],Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366417&type=card,GTC,2013-02-01
10135,Watchdog,3.0,[],Artifact Creature — Hound,['Hound'],Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4634&type=card,TMP,1997-10-14
10136,Watcher Sliver,4.0,['White'],Creature — Sliver,['Sliver'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=106648&type=card,TSP,2006-10-06
10137,Watcher for Tomorrow,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464025&type=card,MH1,2019-06-14
10138,Watcher in the Mist,5.0,['Blue'],Creature — Spirit,['Spirit'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452809&type=card,GRN,2018-10-05
10139,Watcher in the Web,5.0,['Green'],Creature — Spider,['Spider'],Common,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=410003&type=card,SOI,2016-04-08
10140,Watcher of the Roost,3.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386718&type=card,KTK,2014-09-26
10141,Watchers of the Dead,2.0,[],Artifact Creature — Cat,['Cat'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426940&type=card,AKH,2017-04-28
10142,Watchful Automaton,3.0,[],Artifact Creature — Construct,['Construct'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423849&type=card,AER,2017-01-20
10143,Watchful Giant,6.0,['White'],Creature — Giant Soldier,"['Giant', 'Soldier']",Common,3,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457174&type=card,RNA,2019-01-25
10144,Watchful Naga,3.0,['Green'],Creature — Naga Wizard,"['Naga', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426895&type=card,AKH,2017-04-28
10145,Watchwing Scarecrow,4.0,[],Artifact Creature — Scarecrow,['Scarecrow'],Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=151630&type=card,SHM,2008-05-02
10146,Watchwolf,2.0,"['Green', 'White']",Creature — Wolf,['Wolf'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=83625&type=card,RAV,2005-10-07
10147,Water Elemental,5.0,['Blue'],Creature — Elemental,['Elemental'],Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139&type=card,LEA,1993-08-05
10148,Water Servant,4.0,['Blue'],Creature — Elemental,['Elemental'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205006&type=card,M11,2010-07-16
10149,Water Wurm,1.0,['Blue'],Creature — Wurm,['Wurm'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1764&type=card,DRK,1994-08-01
10150,Watercourser,3.0,['Blue'],Creature — Elemental,['Elemental'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254109&type=card,M13,2012-07-13
10151,Waterfront Bouncer,2.0,['Blue'],Creature — Merfolk Spellshaper,"['Merfolk', 'Spellshaper']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19557&type=card,MMQ,1999-10-04
10152,Waterkin Shaman,2.0,['Blue'],Creature — Elemental Shaman,"['Elemental', 'Shaman']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=469841&type=card,M20,2019-07-12
10153,Waterspout Djinn,4.0,['Blue'],Creature — Djinn,['Djinn'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3657&type=card,VIS,1997-02-03
10154,Waterspout Elemental,5.0,['Blue'],Creature — Elemental,['Elemental'],Rare,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26851&type=card,PLS,2001-02-05
10155,Waterspout Weavers,5.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152656&type=card,MOR,2008-02-01
10156,Watertrap Weaver,3.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435240&type=card,XLN,2017-09-29
10157,Wave Elemental,4.0,['Blue'],Creature — Elemental,['Elemental'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3373&type=card,MIR,1996-10-08
10158,Wave-Wing Elemental,6.0,['Blue'],Creature — Elemental,['Elemental'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402097&type=card,BFZ,2015-10-02
10159,Wavebreak Hippocamp,3.0,['Blue'],Enchantment Creature — Horse Fish,"['Horse', 'Fish']",Rare,2,2,,THB,2020-01-24
10160,Wavecrash Triton,3.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Common,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373534&type=card,THS,2013-09-27
10161,Waveskimmer Aven,5.0,"['Green', 'Blue', 'White']",Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=174955&type=card,ALA,2008-10-03
10162,Waxmane Baku,3.0,['White'],Creature — Spirit,['Spirit'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74518&type=card,BOK,2005-02-04
10163,Wayfaring Giant,6.0,['White'],Creature — Giant,['Giant'],Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23211&type=card,INV,2000-10-02
10165,Wayward Angel,6.0,['White'],Creature — Angel Horror,"['Angel', 'Horror']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29910&type=card,ODY,2001-10-01
10166,Wayward Disciple,3.0,['Black'],Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409774&type=card,SOI,2016-04-08
10167,Wayward Giant,5.0,['Red'],Creature — Giant,['Giant'],Common,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417712&type=card,KLD,2016-09-30
10168,Wayward Servant,2.0,"['Black', 'White']",Creature — Zombie,['Zombie'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426910&type=card,AKH,2017-04-28
10169,Wayward Soul,4.0,['Blue'],Creature — Spirit,['Spirit'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5273&type=card,EXO,1998-06-15
10170,Wayward Swordtooth,3.0,['Green'],Creature — Dinosaur,['Dinosaur'],Rare,5,5,,PRIX,2018-01-19
10171,Weaponcraft Enthusiast,3.0,['Black'],Creature — Aetherborn Artificer,"['Aetherborn', 'Artificer']",Uncommon,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417678&type=card,KLD,2016-09-30
10172,Weapons Trainer,2.0,"['Red', 'White']",Creature — Human Soldier Ally,"['Human', 'Soldier', 'Ally']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407670&type=card,OGW,2016-01-22
10173,Weaselback Redcap,1.0,['Red'],Creature — Goblin Knight,"['Goblin', 'Knight']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473110&type=card,ELD,2019-10-04
10174,Weathered Bodyguards,6.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Rare,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=126283&type=card,TSP,2006-10-06
10175,Weathered Wayfarer,1.0,['White'],Creature — Human Nomad Cleric,"['Human', 'Nomad', 'Cleric']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39515&type=card,ONS,2002-10-07
10176,Weatherseed Elf,1.0,['Green'],Creature — Elf,['Elf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12430&type=card,ULG,1999-02-15
10177,Weatherseed Faeries,3.0,['Blue'],Creature — Faerie,['Faerie'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12370&type=card,ULG,1999-02-15
10178,Weatherseed Treefolk,5.0,['Green'],Creature — Treefolk,['Treefolk'],Rare,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=12438&type=card,ULG,1999-02-15
10179,Weaver of Currents,3.0,"['Green', 'Blue']",Creature — Naga Druid,"['Naga', 'Druid']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426911&type=card,AKH,2017-04-28
10180,Weaver of Lies,7.0,['Blue'],Creature — Beast,['Beast'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=42156&type=card,LGN,2003-02-03
10181,Weaver of Lightning,3.0,['Red'],Creature — Human Shaman,"['Human', 'Shaman']",Uncommon,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414450&type=card,EMN,2016-07-22
10182,Webweaver Changeling,5.0,['Green'],Creature — Shapeshifter,['Shapeshifter'],Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464141&type=card,MH1,2019-06-14
10183,Wee Dragonauts,3.0,"['Red', 'Blue']",Creature — Faerie Wizard,"['Faerie', 'Wizard']",Rare,1,3,,PAL06,2006-01-01
10184,Weed-Pruner Poplar,5.0,['Black'],Creature — Treefolk Assassin,"['Treefolk', 'Assassin']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152741&type=card,MOR,2008-02-01
10185,Wei Ambush Force,2.0,['Black'],Creature — Human Soldier,"['Human', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10557&type=card,PTK,1999-05-01
10186,Wei Assassins,5.0,['Black'],Creature — Human Soldier Assassin,"['Human', 'Soldier', 'Assassin']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10583&type=card,PTK,1999-05-01
10187,Wei Elite Companions,5.0,['Black'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10511&type=card,PTK,1999-05-01
10188,Wei Infantry,2.0,['Black'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10519&type=card,PTK,1999-05-01
